score,hand_length,action,result,reward,p_hand_1,p_hand_2,p_hand_is_nbj,p_hand_is_busted,d_hand_1,d_hand_length,money
21,3,STAND,win,20,15,13,False,False,4,1,-23085
12,2,RETRY,unsettled,-5,45,17,False,False,6,1,-23065
15,2,DOUBLE DOWN,draw,0,45,46,False,False,6,1,-23070
10,2,RETRY,unsettled,-5,27,7,False,False,21,1,-23070
10,2,DOUBLE DOWN,win,40,43,30,False,False,4,1,-23145
17,2,HIT,unsettled,0,10,45,False,False,27,1,-23145
20,2,HIT,unsettled,0,13,47,False,False,31,1,-23185
19,3,STAND,win,20,13,47,False,False,31,1,-23185
15,2,SURRENDER,surrendered,-10,17,23,False,False,50,1,-23175
12,2,DOUBLE DOWN,win,40,14,37,False,False,39,1,-23335
12,2,RETRY,unsettled,-5,25,40,False,False,49,1,-23295
15,2,SURRENDER,surrendered,-10,25,30,False,False,49,1,-23300
18,2,RETRY,unsettled,-5,48,7,False,False,46,1,-23510
20,2,RETRY,unsettled,-5,48,22,False,False,46,1,-23515
13,2,HIT,unsettled,0,48,2,False,False,46,1,-23520
18,3,RETRY,unsettled,-5,48,2,False,False,46,1,-23520
20,2,RETRY,unsettled,-5,35,38,False,False,49,1,-23535
12,2,HIT,unsettled,0,49,27,False,False,4,1,-23580
16,2,HIT,unsettled,0,25,31,False,False,37,1,-23660
19,2,RETRY,unsettled,-5,9,47,False,False,34,1,-23670
14,2,RETRY,unsettled,-5,9,42,False,False,34,1,-23675
20,2,RETRY,unsettled,-5,25,37,False,False,28,1,-23710
11,2,DOUBLE DOWN,win,40,43,18,False,False,50,1,-23775
17,2,STAND,draw,0,50,45,False,False,5,1,-23735
16,2,RETRY,unsettled,-5,38,18,False,False,38,1,-23745
21,2,RETRY,unsettled,-5,51,13,True,False,38,1,-23890
16,2,RETRY,unsettled,-5,18,50,False,False,45,1,-23925
16,2,STAND,win,20,20,33,False,False,18,1,-24000
16,2,RETRY,unsettled,-5,39,4,False,False,6,1,-23990
13,2,DOUBLE DOWN,win,40,39,40,False,False,6,1,-23995
15,2,SURRENDER,surrendered,-10,17,36,False,False,3,1,-23955
13,2,DOUBLE DOWN,win,40,10,15,False,False,43,1,-23965
17,2,STAND,win,20,31,26,False,False,48,1,-23925
10,2,STAND,win,20,27,33,False,False,9,1,-23965
10,2,HIT,unsettled,0,20,27,False,False,51,1,-23975
14,2,HIT,unsettled,0,3,37,False,False,30,1,-24015
19,2,STAND,win,20,38,8,False,False,6,1,-24065
16,2,SURRENDER,surrendered,-10,22,18,False,False,15,1,-24085
13,2,HIT,unsettled,0,31,45,False,False,19,1,-24095
16,3,SURRENDER,surrendered,-10,31,45,False,False,19,1,-24095
14,2,RETRY,unsettled,-5,16,36,False,False,49,1,-24105
20,2,STAND,draw,0,9,24,False,False,21,1,-24150
4,2,RETRY,unsettled,-5,14,14,False,False,34,1,-24150
11,2,STAND,win,20,18,43,False,False,44,1,-24175
12,2,STAND,win,20,40,50,False,False,30,1,-24195
14,2,HIT,unsettled,0,2,0,False,False,50,1,-24235
20,3,RETRY,unsettled,-5,2,0,False,False,50,1,-24235
15,3,HIT,unsettled,0,2,0,False,False,50,1,-24240
16,4,HIT,unsettled,0,2,0,False,False,50,1,-24240
21,5,STAND,win,20,2,0,False,False,50,1,-24240
12,2,DOUBLE DOWN,win,40,9,27,False,False,46,1,-24220
13,2,STAND,win,20,18,32,False,False,40,1,-24180
17,2,STAND,draw,0,51,6,False,False,37,1,-24160
9,2,HIT,unsettled,0,4,42,False,False,35,1,-24180
9,2,RETRY,unsettled,-5,5,2,False,False,26,1,-24220
14,2,RETRY,unsettled,-5,5,33,False,False,26,1,-24225
17,2,RETRY,unsettled,-5,0,44,False,False,34,1,-24270
20,2,RETRY,unsettled,-5,0,47,False,False,34,1,-24275
17,2,DOUBLE DOWN,draw,0,32,35,False,False,22,1,-24300
17,2,RETRY,unsettled,-5,0,18,False,False,19,1,-24320
20,2,STAND,win,20,38,48,False,False,5,1,-24425
13,2,HIT,unsettled,0,16,8,False,False,24,1,-24405
16,2,STAND,win,20,31,10,False,False,29,1,-24425
10,2,HIT,unsettled,0,4,17,False,False,15,1,-24405
16,2,RETRY,unsettled,-5,24,31,False,False,33,1,-24415
15,2,STAND,win,20,24,30,False,False,33,1,-24420
10,2,HIT,unsettled,0,14,7,False,False,44,1,-24470
17,3,DOUBLE DOWN,win,40,14,7,False,False,44,1,-24470
16,2,SURRENDER,surrendered,-10,48,18,False,False,43,1,-24430
20,2,RETRY,unsettled,-5,9,12,False,False,10,1,-24440
15,2,RETRY,unsettled,-5,17,9,False,False,28,1,-24585
15,2,RETRY,unsettled,-5,46,32,False,False,14,1,-24600
19,2,STAND,draw,0,46,26,False,False,14,1,-24605
21,2,RETRY,unsettled,-5,9,13,True,False,7,1,-24605
15,2,SURRENDER,surrendered,-10,30,37,False,False,48,1,-24630
17,2,DOUBLE DOWN,win,40,18,0,False,False,41,1,-24640
10,2,DOUBLE DOWN,win,40,46,14,False,False,23,1,-24600
18,2,DOUBLE DOWN,win,40,21,47,False,False,11,1,-24560
12,2,RETRY,unsettled,-5,38,1,False,False,12,1,-24520
14,2,DOUBLE DOWN,draw,0,38,16,False,False,12,1,-24525
7,2,RETRY,unsettled,-5,2,3,False,False,50,1,-24525
20,2,STAND,draw,0,22,35,False,False,11,1,-24570
15,2,SURRENDER,surrendered,-10,39,42,False,False,15,1,-24610
6,2,DOUBLE DOWN,win,40,16,40,False,False,5,1,-24620
7,2,HIT,unsettled,0,14,4,False,False,5,1,-24650
18,2,RETRY,unsettled,-5,7,25,False,False,37,1,-24660
17,2,STAND,win,20,47,20,False,False,34,1,-24705
15,2,HIT,unsettled,0,45,46,False,False,27,1,-24715
21,3,RETRY,unsettled,-5,45,46,False,False,27,1,-24715
11,2,HIT,unsettled,0,17,18,False,False,32,1,-24745
13,2,RETRY,unsettled,-5,18,19,False,False,21,1,-24755
15,2,SURRENDER,surrendered,-10,30,12,False,False,6,1,-24800
17,2,RETRY,unsettled,-5,6,51,False,False,44,1,-24820
11,2,DOUBLE DOWN,draw,0,6,3,False,False,44,1,-24825
21,2,STAND,win,30,13,37,True,False,26,1,-24825
9,2,RETRY,unsettled,-5,2,31,False,False,39,1,-24795
12,2,RETRY,unsettled,-5,2,8,False,False,39,1,-24800
6,2,RETRY,unsettled,-5,2,2,False,False,39,1,-24805
13,2,DOUBLE DOWN,win,40,2,48,False,False,39,1,-24810
16,2,RETRY,unsettled,-5,7,7,False,False,41,1,-24770
20,2,STAND,draw,0,36,49,False,False,13,1,-24835
17,2,SURRENDER,surrendered,-10,32,24,False,False,1,1,-24835
8,2,HIT,unsettled,0,15,30,False,False,43,1,-24855
21,2,DOUBLE DOWN,win,40,49,39,True,False,4,1,-24875
11,2,RETRY,unsettled,-5,6,42,False,False,28,1,-24945
13,2,STAND,win,20,6,5,False,False,28,1,-24950
12,2,STAND,win,20,37,14,False,False,40,1,-24940
10,2,HIT,unsettled,0,1,33,False,False,44,1,-24930
17,3,SURRENDER,surrendered,-10,1,33,False,False,44,1,-24930
16,2,HIT,unsettled,0,30,26,False,False,30,1,-24940
16,3,SURRENDER,surrendered,-10,30,26,False,False,30,1,-24940
16,2,SURRENDER,surrendered,-10,31,38,False,False,41,1,-24990
16,2,SURRENDER,surrendered,-10,18,50,False,False,9,1,-25000
11,2,DOUBLE DOWN,win,40,14,21,False,False,12,1,-25010
20,2,RETRY,unsettled,-5,0,21,False,False,11,1,-24970
10,2,HIT,unsettled,0,42,31,False,False,3,1,-24985
19,3,RETRY,unsettled,-5,42,31,False,False,3,1,-24985
17,3,STAND,draw,0,42,31,False,False,3,1,-24990
16,2,HIT,unsettled,0,44,23,False,False,8,1,-25000
15,2,HIT,unsettled,0,34,5,False,False,33,1,-25025
14,2,HIT,unsettled,0,23,3,False,False,39,1,-25045
9,2,DOUBLE DOWN,win,40,29,4,False,False,21,1,-25065
16,2,HIT,unsettled,0,34,6,False,False,45,1,-25025
15,2,SURRENDER,surrendered,-10,16,39,False,False,11,1,-25045
11,2,STAND,win,20,17,5,False,False,14,1,-25115
20,2,RETRY,unsettled,-5,36,50,False,False,30,1,-25095
12,2,DOUBLE DOWN,draw,0,36,1,False,False,30,1,-25100
18,2,HIT,unsettled,0,26,19,False,False,18,1,-25200
19,3,RETRY,unsettled,-5,26,19,False,False,18,1,-25200
16,2,SURRENDER,surrendered,-10,44,11,False,False,4,1,-25215
13,2,STAND,win,20,2,50,False,False,35,1,-25225
17,2,DOUBLE DOWN,win,40,19,23,False,False,4,1,-25205
14,2,HIT,unsettled,0,16,38,False,False,12,1,-25165
12,2,DOUBLE DOWN,draw,0,27,35,False,False,20,1,-25210
17,2,DOUBLE DOWN,win,40,32,11,False,False,22,1,-25210
16,2,RETRY,unsettled,-5,45,34,False,False,2,1,-25170
12,2,DOUBLE DOWN,win,40,45,17,False,False,2,1,-25175
15,2,RETRY,unsettled,-5,22,17,False,False,13,1,-25135
19,2,RETRY,unsettled,-5,22,8,False,False,13,1,-25140
9,2,HIT,unsettled,0,28,18,False,False,30,1,-25175
21,2,DOUBLE DOWN,win,40,10,39,True,False,44,1,-25295
14,2,STAND,win,20,36,42,False,False,15,1,-25275
18,2,RETRY,unsettled,-5,0,6,False,False,45,1,-25255
17,2,DOUBLE DOWN,draw,0,18,26,False,False,10,1,-25270
11,2,DOUBLE DOWN,win,40,1,47,False,False,14,1,-25300
15,2,SURRENDER,surrendered,-10,31,47,False,False,31,1,-25300
14,2,DOUBLE DOWN,win,40,3,22,False,False,41,1,-25310
15,2,HIT,unsettled,0,20,45,False,False,46,1,-25270
17,2,RETRY,unsettled,-5,0,18,False,False,11,1,-25335
8,2,RETRY,unsettled,-5,16,3,False,False,49,1,-25350
13,2,STAND,win,20,15,48,False,False,37,1,-25395
10,2,DOUBLE DOWN,draw,0,43,30,False,False,51,1,-25375
12,2,HIT,unsettled,0,40,25,False,False,32,1,-25375
15,3,RETRY,unsettled,-5,40,25,False,False,32,1,-25375
21,2,HIT,unsettled,0,23,26,True,False,49,1,-25420
12,3,RETRY,unsettled,-5,23,26,False,False,49,1,-25420
17,2,RETRY,unsettled,-5,19,23,False,False,5,1,-25625
13,2,DOUBLE DOWN,win,40,5,45,False,False,38,1,-25660
11,2,DOUBLE DOWN,win,40,16,45,False,False,17,1,-25620
15,2,RETRY,unsettled,-5,51,17,False,False,38,1,-25650
20,2,STAND,win,20,51,10,False,False,38,1,-25655
7,2,HIT,unsettled,0,1,4,False,False,47,1,-25635
11,3,RETRY,unsettled,-5,1,4,False,False,47,1,-25635
16,3,SURRENDER,surrendered,-10,1,4,False,False,47,1,-25640
18,2,STAND,win,20,19,0,False,False,16,1,-25680
11,2,RETRY,unsettled,-5,2,7,False,False,32,1,-25660
17,2,HIT,unsettled,0,50,6,False,False,15,1,-25705
19,3,STAND,win,20,50,6,False,False,15,1,-25705
16,2,HIT,unsettled,0,5,25,False,False,19,1,-25775
15,2,RETRY,unsettled,-5,51,4,False,False,44,1,-25795
18,2,STAND,win,20,51,20,False,False,44,1,-25800
12,2,HIT,unsettled,0,29,7,False,False,37,1,-25800
12,2,HIT,unsettled,0,35,1,False,False,16,1,-25880
18,2,STAND,win,20,20,25,False,False,51,1,-25900
17,2,RETRY,unsettled,-5,10,45,False,False,23,1,-25910
7,2,HIT,unsettled,0,28,29,False,False,42,1,-25995
16,2,RETRY,unsettled,-5,31,35,False,False,39,1,-26085
16,2,SURRENDER,surrendered,-10,31,37,False,False,39,1,-26090
19,2,RETRY,unsettled,-5,47,11,False,False,28,1,-26100
6,2,HIT,unsettled,0,27,16,False,False,31,1,-26125
20,2,STAND,win,20,38,48,False,False,21,1,-26165
10,2,HIT,unsettled,0,43,17,False,False,2,1,-26165
21,2,RETRY,unsettled,-5,26,22,True,False,50,1,-26285
14,2,HIT,unsettled,0,15,13,False,False,33,1,-26330
20,3,STAND,win,20,15,13,False,False,33,1,-26330
9,2,HIT,unsettled,0,41,44,False,False,37,1,-26420
16,2,DOUBLE DOWN,draw,0,44,38,False,False,20,1,-26480
7,2,DOUBLE DOWN,win,40,14,43,False,False,35,1,-26480
16,2,SURRENDER,surrendered,-10,17,13,False,False,10,1,-26550
13,2,RETRY,unsettled,-5,16,47,False,False,49,1,-26570
12,2,HIT,unsettled,0,36,1,False,False,40,1,-26615
21,2,STAND,win,30,51,0,True,False,22,1,-26675
15,2,SURRENDER,surrendered,-10,17,50,False,False,51,1,-26655
8,2,DOUBLE DOWN,draw,0,2,43,False,False,44,1,-26665
18,2,RETRY,unsettled,-5,33,37,False,False,45,1,-26665
12,2,RETRY,unsettled,-5,15,8,False,False,39,1,-26710
18,2,RETRY,unsettled,-5,36,7,False,False,27,1,-26755
20,2,RETRY,unsettled,-5,36,24,False,False,27,1,-26760
5,2,HIT,unsettled,0,1,2,False,False,29,1,-26795
15,3,HIT,unsettled,0,1,2,False,False,29,1,-26795
16,4,SURRENDER,surrendered,-10,1,2,False,False,29,1,-26795
9,2,RETRY,unsettled,-5,31,28,False,False,3,1,-26935
16,2,DOUBLE DOWN,win,40,31,38,False,False,3,1,-26940
19,2,RETRY,unsettled,-5,7,39,False,False,22,1,-26900
17,2,SURRENDER,surrendered,-10,7,47,False,False,22,1,-26905
15,2,STAND,win,20,43,50,False,False,31,1,-26925
17,2,SURRENDER,surrendered,-10,19,9,False,False,48,1,-26965
17,2,SURRENDER,surrendered,-10,45,35,False,False,11,1,-26975
18,2,DOUBLE DOWN,win,40,20,37,False,False,9,1,-26985
10,2,STAND,win,20,14,33,False,False,24,1,-26985
21,2,HIT,unsettled,0,38,0,True,False,31,1,-26985
13,2,DOUBLE DOWN,win,40,30,20,False,False,33,1,-27225
18,2,RETRY,unsettled,-5,46,51,False,False,39,1,-27245
18,2,RETRY,unsettled,-5,46,36,False,False,39,1,-27250
19,2,HIT,unsettled,0,46,13,False,False,0,1,-27405
9,2,RETRY,unsettled,-5,30,3,False,False,51,1,-27425
15,2,RETRY,unsettled,-5,30,35,False,False,51,1,-27430
15,2,SURRENDER,surrendered,-10,30,49,False,False,51,1,-27435
12,2,HIT,unsettled,0,6,4,False,False,27,1,-27445
20,2,RETRY,unsettled,-5,10,12,False,False,20,1,-27465
16,2,RETRY,unsettled,-5,18,50,False,False,20,1,-27530
8,2,RETRY,unsettled,-5,18,14,False,False,20,1,-27535
8,2,STAND,win,20,18,1,False,False,20,1,-27540
10,2,DOUBLE DOWN,win,40,27,46,False,False,11,1,-27570
16,2,SURRENDER,surrendered,-10,18,11,False,False,47,1,-27700
11,2,RETRY,unsettled,-5,30,44,False,False,5,1,-27710
15,2,SURRENDER,surrendered,-10,42,26,False,False,31,1,-27745
5,2,HIT,unsettled,0,28,40,False,False,21,1,-27765
15,2,HIT,unsettled,0,49,43,False,False,39,1,-27785
20,2,STAND,win,20,36,25,False,False,6,1,-27795
6,2,HIT,unsettled,0,3,27,False,False,49,1,-27825
13,3,RETRY,unsettled,-5,3,27,False,False,49,1,-27825
11,3,DOUBLE DOWN,win,40,3,27,False,False,49,1,-27830
16,2,SURRENDER,surrendered,-10,13,43,False,False,20,1,-27810
11,2,RETRY,unsettled,-5,16,45,False,False,31,1,-27820
14,2,STAND,win,20,36,3,False,False,21,1,-27905
13,2,DOUBLE DOWN,win,40,1,13,False,False,19,1,-27885
15,2,SURRENDER,surrendered,-10,12,4,False,False,10,1,-27865
13,2,DOUBLE DOWN,win,40,29,8,False,False,46,1,-27875
17,2,RETRY,unsettled,-5,32,35,False,False,22,1,-27855
14,2,RETRY,unsettled,-5,32,6,False,False,22,1,-27860
17,2,RETRY,unsettled,-5,32,50,False,False,22,1,-27865
13,2,RETRY,unsettled,-5,11,2,False,False,51,1,-27920
16,2,RETRY,unsettled,-5,11,5,False,False,51,1,-27925
11,2,HIT,unsettled,0,2,33,False,False,7,1,-27970
14,3,HIT,unsettled,0,2,33,False,False,7,1,-27970
17,4,HIT,unsettled,0,2,33,False,False,7,1,-27970
21,2,HIT,unsettled,0,51,13,True,False,44,1,-27990
16,2,SURRENDER,surrendered,-10,35,31,False,False,4,1,-28010
20,2,STAND,win,20,23,24,False,False,27,1,-28020
15,2,SURRENDER,surrendered,-10,30,50,False,False,3,1,-28050
17,2,SURRENDER,surrendered,-10,9,6,False,False,4,1,-28060
10,2,DOUBLE DOWN,win,40,33,1,False,False,8,1,-28110
12,2,STAND,win,20,34,41,False,False,17,1,-28200
20,2,STAND,win,20,0,8,False,False,45,1,-28220
15,2,RETRY,unsettled,-5,13,16,False,False,49,1,-28300
20,2,STAND,draw,0,13,8,False,False,49,1,-28305
9,2,STAND,win,20,17,3,False,False,5,1,-28305
11,2,RETRY,unsettled,-5,4,44,False,False,29,1,-28285
9,2,DOUBLE DOWN,draw,0,28,31,False,False,21,1,-28350
14,2,STAND,win,20,46,31,False,False,9,1,-28500
13,2,DOUBLE DOWN,win,40,0,14,False,False,34,1,-28480
11,2,RETRY,unsettled,-5,27,34,False,False,39,1,-28440
12,2,STAND,win,20,27,10,False,False,39,1,-28445
12,2,DOUBLE DOWN,win,40,20,16,False,False,3,1,-28425
15,2,RETRY,unsettled,-5,50,30,False,False,0,1,-28395
15,2,RETRY,unsettled,-5,50,43,False,False,0,1,-28400
19,2,DOUBLE DOWN,win,40,7,39,False,False,15,1,-28455
13,2,STAND,win,20,29,34,False,False,26,1,-28465
17,2,HIT,unsettled,0,49,19,False,False,18,1,-28485
19,3,RETRY,unsettled,-5,49,19,False,False,18,1,-28485
20,2,STAND,win,20,51,12,False,False,1,1,-28570
14,2,STAND,win,20,45,6,False,False,20,1,-28550
13,2,HIT,unsettled,0,47,3,False,False,25,1,-28530
16,2,SURRENDER,surrendered,-10,5,50,False,False,28,1,-28570
15,2,STAND,win,20,35,30,False,False,4,1,-28600
21,2,STAND,win,30,0,36,True,False,24,1,-28620
15,2,HIT,unsettled,0,11,43,False,False,51,1,-28600
18,3,DOUBLE DOWN,win,40,11,43,False,False,51,1,-28600
20,2,RETRY,unsettled,-5,36,49,False,False,44,1,-28560
13,2,RETRY,unsettled,-5,24,28,False,False,0,1,-28605
12,2,HIT,unsettled,0,24,1,False,False,0,1,-28610
13,3,DOUBLE DOWN,draw,0,24,1,False,False,0,1,-28610
17,2,HIT,unsettled,0,39,44,False,False,34,1,-28610
17,3,RETRY,unsettled,-5,39,44,False,False,34,1,-28610
16,2,DOUBLE DOWN,win,40,21,6,False,False,10,1,-28635
6,2,HIT,unsettled,0,42,40,False,False,37,1,-28655
16,2,HIT,unsettled,0,13,30,False,False,23,1,-28695
18,3,HIT,unsettled,0,13,30,False,False,23,1,-28695
17,2,STAND,draw,0,10,32,False,False,24,1,-28795
16,2,SURRENDER,surrendered,-10,20,46,False,False,45,1,-28795
16,2,DOUBLE DOWN,win,40,22,18,False,False,26,1,-28825
15,2,HIT,unsettled,0,8,18,False,False,19,1,-28785
16,3,SURRENDER,surrendered,-10,8,18,False,False,19,1,-28785
20,2,RETRY,unsettled,-5,35,9,False,False,14,1,-28805
7,2,RETRY,unsettled,-5,2,3,False,False,47,1,-28850
6,2,RETRY,unsettled,-5,2,41,False,False,47,1,-28855
20,2,STAND,draw,0,38,9,False,False,32,1,-28880
15,2,RETRY,unsettled,-5,37,4,False,False,3,1,-28880
21,2,HIT,unsettled,0,37,13,True,False,3,1,-28885
14,3,STAND,win,20,37,13,False,False,3,1,-28885
9,2,DOUBLE DOWN,win,40,15,18,False,False,8,1,-28905
17,2,DOUBLE DOWN,draw,0,44,39,False,False,37,1,-28885
21,2,DOUBLE DOWN,win,40,0,51,True,False,30,1,-28885
10,2,DOUBLE DOWN,win,40,6,28,False,False,1,1,-28855
11,2,HIT,unsettled,0,28,33,False,False,26,1,-28975
11,2,RETRY,unsettled,-5,2,46,False,False,50,1,-28995
9,2,STAND,win,20,31,15,False,False,49,1,-29020
12,2,RETRY,unsettled,-5,8,28,False,False,19,1,-29040
19,2,STAND,win,20,8,37,False,False,19,1,-29045
15,2,HIT,unsettled,0,51,30,False,False,46,1,-29025
19,3,RETRY,unsettled,-5,51,30,False,False,46,1,-29025
20,2,STAND,win,20,49,50,False,False,25,1,-29050
4,2,RETRY,unsettled,-5,40,27,False,False,34,1,-29070
16,2,RETRY,unsettled,-5,10,44,False,False,37,1,-29155
15,2,RETRY,unsettled,-5,19,33,False,False,16,1,-29180
16,2,DOUBLE DOWN,win,40,19,47,False,False,16,1,-29185
7,2,STAND,win,20,43,40,False,False,24,1,-29145
17,2,SURRENDER,surrendered,-10,36,32,False,False,20,1,-29165
6,2,RETRY,unsettled,-5,1,3,False,False,42,1,-29175
13,2,RETRY,unsettled,-5,49,41,False,False,51,1,-29210
15,2,SURRENDER,surrendered,-10,49,4,False,False,51,1,-29215
5,2,RETRY,unsettled,-5,2,14,False,False,11,1,-29225
14,2,STAND,win,20,2,39,False,False,11,1,-29230
7,2,HIT,unsettled,0,27,30,False,False,47,1,-29210
13,2,DOUBLE DOWN,win,40,22,41,False,False,30,1,-29290
5,2,RETRY,unsettled,-5,1,15,False,False,31,1,-29250
6,2,STAND,win,20,1,42,False,False,31,1,-29255
21,2,DOUBLE DOWN,win,40,13,23,True,False,44,1,-29235
6,2,RETRY,unsettled,-5,42,27,False,False,20,1,-29225
11,2,HIT,unsettled,0,19,3,False,False,46,1,-29240
14,3,STAND,win,20,19,3,False,False,46,1,-29240
9,2,RETRY,unsettled,-5,4,16,False,False,25,1,-29220
11,2,DOUBLE DOWN,win,40,46,15,False,False,44,1,-29265
13,2,DOUBLE DOWN,win,40,40,39,False,False,4,1,-29225
13,2,HIT,unsettled,0,0,1,False,False,28,1,-29195
21,3,STAND,win,20,0,1,False,False,28,1,-29195
14,2,RETRY,unsettled,-5,3,9,False,False,31,1,-29175
9,2,DOUBLE DOWN,win,40,28,5,False,False,20,1,-29210
19,2,STAND,win,20,21,12,False,False,17,1,-29200
15,2,DOUBLE DOWN,win,40,9,43,False,False,11,1,-29250
15,2,SURRENDER,surrendered,-10,30,48,False,False,34,1,-29240
10,2,DOUBLE DOWN,win,40,5,16,False,False,14,1,-29250
12,2,RETRY,unsettled,-5,12,14,False,False,26,1,-29230
11,2,RETRY,unsettled,-5,33,41,False,False,35,1,-29285
18,2,RETRY,unsettled,-5,33,50,False,False,35,1,-29290
9,2,RETRY,unsettled,-5,43,29,False,False,0,1,-29325
19,2,HIT,unsettled,0,39,46,False,False,36,1,-29350
20,2,DOUBLE DOWN,draw,0,0,21,False,False,6,1,-29370
20,2,RETRY,unsettled,-5,36,25,False,False,40,1,-29430
20,2,STAND,win,20,36,24,False,False,40,1,-29435
14,2,HIT,unsettled,0,43,47,False,False,17,1,-29415
18,3,DOUBLE DOWN,win,40,43,47,False,False,17,1,-29415
9,2,RETRY,unsettled,-5,42,30,False,False,10,1,-29375
21,2,HIT,unsettled,0,37,39,True,False,46,1,-29460
15,3,RETRY,unsettled,-5,37,39,False,False,46,1,-29460
11,2,STAND,win,20,15,33,False,False,47,1,-29545
21,2,HIT,unsettled,0,0,51,True,False,35,1,-29525
8,2,DOUBLE DOWN,win,40,16,29,False,False,42,1,-29575
13,2,RETRY,unsettled,-5,32,31,False,False,3,1,-29535
20,2,STAND,win,20,49,50,False,False,10,1,-29550
19,2,RETRY,unsettled,-5,39,46,False,False,2,1,-29530
21,2,HIT,unsettled,0,39,12,True,False,2,1,-29535
20,3,DOUBLE DOWN,win,40,39,12,False,False,2,1,-29535
17,2,HIT,unsettled,0,13,44,False,False,30,1,-29505
13,2,RETRY,unsettled,-5,26,14,False,False,1,1,-29525
19,2,HIT,unsettled,0,26,46,False,False,1,1,-29530
19,3,DOUBLE DOWN,win,40,26,46,False,False,1,1,-29530
12,2,STAND,win,20,9,1,False,False,36,1,-29510
13,2,RETRY,unsettled,-5,1,0,False,False,48,1,-29520
12,2,HIT,unsettled,0,1,49,False,False,48,1,-29525
14,2,RETRY,unsettled,-5,3,36,False,False,47,1,-29545
14,2,DOUBLE DOWN,win,40,3,12,False,False,47,1,-29550
18,2,RETRY,unsettled,-5,7,37,False,False,39,1,-29510
18,2,STAND,win,20,7,51,False,False,39,1,-29515
15,2,DOUBLE DOWN,win,40,26,16,False,False,31,1,-29505
12,2,HIT,unsettled,0,21,28,False,False,27,1,-29465
17,3,SURRENDER,surrendered,-10,21,28,False,False,27,1,-29465
12,2,DOUBLE DOWN,win,40,11,40,False,False,30,1,-29495
15,2,RETRY,unsettled,-5,39,42,False,False,12,1,-29465
21,2,HIT,unsettled,0,39,36,True,False,12,1,-29470
20,2,STAND,win,20,23,50,False,False,22,1,-29500
15,2,STAND,win,20,38,17,False,False,41,1,-29510
21,2,STAND,win,30,13,12,True,False,30,1,-29510
21,2,STAND,win,30,0,24,True,False,26,1,-29490
14,2,HIT,unsettled,0,29,35,False,False,12,1,-29460
21,2,HIT,unsettled,0,26,36,True,False,0,1,-29485
10,2,HIT,unsettled,0,19,15,False,False,6,1,-29495
20,3,STAND,win,20,19,15,False,False,6,1,-29495
20,2,STAND,win,20,49,50,False,False,9,1,-29475
21,2,STAND,win,30,37,26,True,False,0,1,-29455
12,2,RETRY,unsettled,-5,6,4,False,False,32,1,-29425
18,2,DOUBLE DOWN,win,40,6,13,False,False,32,1,-29430
13,2,RETRY,unsettled,-5,44,45,False,False,43,1,-29390
8,2,HIT,unsettled,0,44,40,False,False,43,1,-29395
18,2,RETRY,unsettled,-5,8,34,False,False,29,1,-29445
19,2,STAND,draw,0,47,51,False,False,40,1,-29470
15,2,HIT,unsettled,0,4,11,False,False,39,1,-29480
19,2,HIT,unsettled,0,26,46,False,False,31,1,-29530
20,3,DOUBLE DOWN,win,40,26,46,False,False,31,1,-29530
8,2,HIT,unsettled,0,14,44,False,False,24,1,-29490
16,3,SURRENDER,surrendered,-10,14,44,False,False,24,1,-29490
11,2,HIT,unsettled,0,16,19,False,False,22,1,-29500
13,2,HIT,unsettled,0,35,15,False,False,33,1,-29550
16,3,DOUBLE DOWN,draw,0,35,15,False,False,33,1,-29550
16,2,HIT,unsettled,0,31,50,False,False,35,1,-29550
11,2,DOUBLE DOWN,win,40,4,31,False,False,36,1,-29640
18,2,STAND,draw,0,19,13,False,False,37,1,-29600
14,2,HIT,unsettled,0,41,0,False,False,35,1,-29600
14,3,HIT,unsettled,0,41,0,False,False,35,1,-29600
15,4,RETRY,unsettled,-5,41,0,False,False,35,1,-29600
19,4,STAND,win,20,41,0,False,False,35,1,-29605
20,2,RETRY,unsettled,-5,22,37,False,False,45,1,-29635
20,2,RETRY,unsettled,-5,22,35,False,False,45,1,-29640
15,2,RETRY,unsettled,-5,36,17,False,False,19,1,-29675
20,2,RETRY,unsettled,-5,36,48,False,False,19,1,-29680
12,2,HIT,unsettled,0,36,14,False,False,19,1,-29685
10,2,RETRY,unsettled,-5,14,7,False,False,23,1,-29755
8,2,HIT,unsettled,0,14,31,False,False,23,1,-29760
17,3,DOUBLE DOWN,win,40,14,31,False,False,23,1,-29760
12,2,HIT,unsettled,0,23,14,False,False,30,1,-29750
15,3,SURRENDER,surrendered,-10,23,14,False,False,30,1,-29750
9,2,RETRY,unsettled,-5,3,43,False,False,6,1,-29880
19,2,STAND,win,20,12,8,False,False,45,1,-29975
12,2,DOUBLE DOWN,win,40,5,5,False,False,36,1,-29955
19,2,DOUBLE DOWN,win,40,33,26,False,False,44,1,-29965
12,2,RETRY,unsettled,-5,22,1,False,False,49,1,-29925
12,2,STAND,win,20,9,1,False,False,42,1,-29950
12,2,DOUBLE DOWN,win,40,36,14,False,False,6,1,-30000
19,2,STAND,win,20,51,8,False,False,46,1,-29980
17,2,SURRENDER,surrendered,-10,37,45,False,False,38,1,-30000
14,2,DOUBLE DOWN,win,40,16,23,False,False,20,1,-30120
