score,hand_length,action,result,reward,p_hand_1,p_hand_2,p_hand_is_nbj,p_hand_is_busted,d_hand_1,d_hand_length,money
20,2,STAND,win,20,36,35,False,False,14,1,-41510
15,2,SURRENDER,surrendered,-10,21,44,False,False,38,1,-41510
16,2,SURRENDER,surrendered,-10,26,17,False,False,27,1,-41540
16,2,SURRENDER,surrendered,-10,18,9,False,False,41,1,-41550
19,2,RETRY,unsettled,-5,47,36,False,False,38,1,-41560
19,2,RETRY,unsettled,-5,22,34,False,False,19,1,-41625
13,2,DOUBLE DOWN,win,40,3,34,False,False,31,1,-41830
12,2,RETRY,unsettled,-5,30,19,False,False,7,1,-41870
14,2,STAND,win,20,45,19,False,False,35,1,-41895
15,2,SURRENDER,surrendered,-10,33,6,False,False,50,1,-41885
21,2,STAND,win,30,9,39,True,False,28,1,-41975
12,2,HIT,unsettled,0,4,6,False,False,43,1,-42025
16,2,SURRENDER,surrendered,-10,25,31,False,False,36,1,-42165
17,2,SURRENDER,surrendered,-10,36,32,False,False,22,1,-42175
18,2,HIT,unsettled,0,13,45,False,False,8,1,-42195
18,2,RETRY,unsettled,-5,7,24,False,False,28,1,-42245
13,2,HIT,unsettled,0,3,21,False,False,1,1,-42270
20,2,STAND,win,20,38,10,False,False,10,1,-42310
20,2,RETRY,unsettled,-5,35,51,False,False,11,1,-42290
18,2,RETRY,unsettled,-5,35,20,False,False,11,1,-42295
15,2,SURRENDER,surrendered,-10,5,47,False,False,0,1,-42340
13,2,STAND,win,20,36,15,False,False,21,1,-42350
11,2,DOUBLE DOWN,win,40,29,32,False,False,9,1,-42330
20,2,RETRY,unsettled,-5,8,26,False,False,36,1,-42290
14,2,RETRY,unsettled,-5,8,43,False,False,36,1,-42295
14,2,RETRY,unsettled,-5,42,38,False,False,12,1,-42320
14,2,RETRY,unsettled,-5,42,38,False,False,12,1,-42325
9,2,RETRY,unsettled,-5,42,43,False,False,12,1,-42330
12,2,HIT,unsettled,0,1,23,False,False,7,1,-42375
20,3,RETRY,unsettled,-5,1,23,False,False,7,1,-42375
18,2,STAND,win,20,50,46,False,False,8,1,-42390
10,2,DOUBLE DOWN,win,40,42,31,False,False,13,1,-42380
6,2,STAND,win,20,3,14,False,False,11,1,-42340
21,2,STAND,win,30,48,0,True,False,31,1,-42360
20,2,STAND,win,20,25,37,False,False,19,1,-42370
10,2,RETRY,unsettled,-5,20,14,False,False,45,1,-42350
15,2,RETRY,unsettled,-5,20,32,False,False,45,1,-42355
8,2,RETRY,unsettled,-5,4,15,False,False,9,1,-42370
7,2,RETRY,unsettled,-5,4,40,False,False,9,1,-42375
12,2,HIT,unsettled,0,41,47,False,False,4,1,-42400
13,2,RETRY,unsettled,-5,41,24,False,False,48,1,-42440
20,2,RETRY,unsettled,-5,50,12,False,False,48,1,-42455
20,2,RETRY,unsettled,-5,50,49,False,False,48,1,-42460
14,2,DOUBLE DOWN,win,40,42,51,False,False,28,1,-42515
15,2,RETRY,unsettled,-5,3,0,False,False,13,1,-42475
13,2,RETRY,unsettled,-5,3,21,False,False,13,1,-42480
6,2,RETRY,unsettled,-5,3,40,False,False,13,1,-42485
17,2,SURRENDER,surrendered,-10,11,45,False,False,50,1,-42570
12,2,RETRY,unsettled,-5,27,49,False,False,34,1,-42580
19,2,DOUBLE DOWN,win,40,49,8,False,False,51,1,-42595
20,2,RETRY,unsettled,-5,38,38,False,False,9,1,-42565
10,2,HIT,unsettled,0,17,43,False,False,4,1,-42580
16,2,HIT,unsettled,0,26,17,False,False,35,1,-42640
12,2,HIT,unsettled,0,39,0,False,False,23,1,-42660
17,2,RETRY,unsettled,-5,21,46,False,False,32,1,-42700
15,2,SURRENDER,surrendered,-10,21,44,False,False,32,1,-42705
11,2,DOUBLE DOWN,draw,0,33,2,False,False,20,1,-42715
16,2,SURRENDER,surrendered,-10,47,45,False,False,39,1,-42775
12,2,DOUBLE DOWN,draw,0,1,49,False,False,30,1,-42825
21,2,STAND,win,30,35,13,True,False,12,1,-42865
15,2,HIT,unsettled,0,30,11,False,False,9,1,-42875
20,3,STAND,draw,0,30,11,False,False,9,1,-42875
6,2,RETRY,unsettled,-5,15,41,False,False,44,1,-42995
5,2,STAND,win,20,15,40,False,False,44,1,-43000
7,2,HIT,unsettled,0,29,41,False,False,13,1,-43040
10,3,STAND,win,20,29,41,False,False,13,1,-43040
16,2,SURRENDER,surrendered,-10,35,5,False,False,24,1,-43030
12,2,DOUBLE DOWN,draw,0,40,48,False,False,20,1,-43080
9,2,HIT,unsettled,0,45,1,False,False,19,1,-43080
19,3,RETRY,unsettled,-5,45,1,False,False,19,1,-43080
11,3,HIT,unsettled,0,45,1,False,False,19,1,-43085
21,4,STAND,win,20,45,1,False,False,19,1,-43085
20,2,HIT,unsettled,0,9,11,False,False,7,1,-43075
19,2,RETRY,unsettled,-5,34,37,False,False,33,1,-43095
15,2,SURRENDER,surrendered,-10,34,31,False,False,33,1,-43100
15,2,STAND,win,20,42,13,False,False,10,1,-43110
11,2,DOUBLE DOWN,win,40,15,46,False,False,7,1,-43150
12,2,RETRY,unsettled,-5,50,40,False,False,36,1,-43110
15,2,HIT,unsettled,0,39,29,False,False,15,1,-43195
10,2,RETRY,unsettled,-5,32,28,False,False,37,1,-43255
14,2,STAND,win,20,32,19,False,False,1,1,-43320
16,2,SURRENDER,surrendered,-10,31,9,False,False,25,1,-43310
10,2,HIT,unsettled,0,46,1,False,False,48,1,-43380
9,2,RETRY,unsettled,-5,17,3,False,False,26,1,-43500
11,2,RETRY,unsettled,-5,17,5,False,False,26,1,-43505
15,2,SURRENDER,surrendered,-10,17,10,False,False,26,1,-43510
15,2,HIT,unsettled,0,30,25,False,False,0,1,-43520
11,2,DOUBLE DOWN,win,40,8,40,False,False,16,1,-43590
17,2,SURRENDER,surrendered,-10,49,32,False,False,6,1,-43560
21,2,STAND,win,30,37,13,True,False,2,1,-43590
15,2,DOUBLE DOWN,win,40,17,10,False,False,24,1,-43560
11,2,HIT,unsettled,0,34,14,False,False,42,1,-43520
21,3,STAND,draw,0,34,14,False,False,42,1,-43520
10,2,DOUBLE DOWN,draw,0,4,17,False,False,13,1,-43550
14,2,HIT,unsettled,0,29,24,False,False,2,1,-43570
11,2,RETRY,unsettled,-5,40,21,False,False,8,1,-43640
20,2,STAND,win,20,22,23,False,False,44,1,-43655
17,2,SURRENDER,surrendered,-10,12,6,False,False,33,1,-43645
13,2,DOUBLE DOWN,draw,0,2,24,False,False,38,1,-43655
14,2,RETRY,unsettled,-5,47,43,False,False,2,1,-43655
20,2,STAND,win,20,47,26,False,False,2,1,-43660
13,2,STAND,win,20,30,20,False,False,40,1,-43660
17,2,STAND,win,20,11,19,False,False,41,1,-43640
16,2,SURRENDER,surrendered,-10,39,30,False,False,21,1,-43620
11,2,DOUBLE DOWN,win,40,32,3,False,False,28,1,-43630
10,2,STAND,win,20,17,17,False,False,4,1,-43630
15,2,HIT,unsettled,0,6,33,False,False,15,1,-43680
17,2,HIT,unsettled,0,8,20,False,False,45,1,-43720
14,2,DOUBLE DOWN,win,40,17,8,False,False,0,1,-43770
13,2,HIT,unsettled,0,18,32,False,False,10,1,-43730
15,3,DOUBLE DOWN,win,40,18,32,False,False,10,1,-43730
15,2,RETRY,unsettled,-5,4,50,False,False,47,1,-43690
17,2,DOUBLE DOWN,win,40,6,50,False,False,42,1,-43705
14,2,RETRY,unsettled,-5,36,29,False,False,40,1,-43665
15,2,STAND,win,20,36,43,False,False,40,1,-43670
20,2,STAND,win,20,35,51,False,False,19,1,-43660
14,2,HIT,unsettled,0,30,34,False,False,39,1,-43680
21,2,STAND,draw,0,13,11,True,False,26,1,-43690
14,2,STAND,win,20,10,16,False,False,7,1,-43700
21,2,DOUBLE DOWN,win,40,26,12,True,False,39,1,-43680
16,2,DOUBLE DOWN,win,40,35,44,False,False,34,1,-43640
17,2,RETRY,unsettled,-5,0,5,False,False,37,1,-43600
19,2,RETRY,unsettled,-5,0,33,False,False,37,1,-43605
12,2,HIT,unsettled,0,12,14,False,False,34,1,-43630
20,3,RETRY,unsettled,-5,12,14,False,False,34,1,-43630
17,3,RETRY,unsettled,-5,12,14,False,False,34,1,-43635
6,2,STAND,win,20,28,15,False,False,51,1,-43670
17,2,RETRY,unsettled,-5,37,19,False,False,22,1,-43650
17,2,HIT,unsettled,0,31,26,False,False,22,1,-43745
16,2,SURRENDER,surrendered,-10,5,11,False,False,27,1,-43795
15,2,HIT,unsettled,0,23,17,False,False,24,1,-43875
17,3,HIT,unsettled,0,23,17,False,False,24,1,-43875
18,4,STAND,win,20,23,17,False,False,24,1,-43875
17,2,RETRY,unsettled,-5,25,32,False,False,11,1,-43855
16,2,SURRENDER,surrendered,-10,25,5,False,False,11,1,-43860
17,2,STAND,draw,0,47,33,False,False,14,1,-43880
10,2,HIT,unsettled,0,33,14,False,False,37,1,-43880
14,3,HIT,unsettled,0,33,14,False,False,37,1,-43880
17,4,RETRY,unsettled,-5,33,14,False,False,37,1,-43880
17,4,SURRENDER,surrendered,-10,33,14,False,False,37,1,-43885
12,2,HIT,unsettled,0,18,31,False,False,41,1,-43895
13,2,STAND,win,20,51,15,False,False,6,1,-43905
7,2,RETRY,unsettled,-5,2,16,False,False,25,1,-43885
12,2,HIT,unsettled,0,40,37,False,False,7,1,-43900
13,2,DOUBLE DOWN,win,40,22,15,False,False,24,1,-43925
21,2,RETRY,unsettled,-5,39,36,True,False,19,1,-43885
20,2,HIT,unsettled,0,39,47,False,False,19,1,-43890
12,2,DOUBLE DOWN,win,40,30,19,False,False,0,1,-43910
13,2,RETRY,unsettled,-5,40,39,False,False,43,1,-43870
16,2,RETRY,unsettled,-5,22,31,False,False,40,1,-43885
14,2,DOUBLE DOWN,win,40,18,33,False,False,30,1,-43970
8,2,DOUBLE DOWN,win,40,29,16,False,False,13,1,-44110
15,2,RETRY,unsettled,-5,30,37,False,False,48,1,-44170
15,2,SURRENDER,surrendered,-10,30,51,False,False,48,1,-44175
14,2,STAND,win,20,18,20,False,False,26,1,-44185
11,2,RETRY,unsettled,-5,21,27,False,False,12,1,-44165
14,2,STAND,win,20,13,15,False,False,4,1,-44180
12,2,DOUBLE DOWN,win,40,44,5,False,False,6,1,-44170
17,2,SURRENDER,surrendered,-10,51,19,False,False,7,1,-44150
10,2,RETRY,unsettled,-5,17,43,False,False,14,1,-44200
12,2,HIT,unsettled,0,17,45,False,False,14,1,-44205
14,3,RETRY,unsettled,-5,17,45,False,False,14,1,-44205
12,2,HIT,unsettled,0,1,22,False,False,26,1,-44330
19,3,STAND,win,20,1,22,False,False,26,1,-44330
18,2,DOUBLE DOWN,win,40,6,39,False,False,36,1,-44310
14,2,RETRY,unsettled,-5,29,25,False,False,40,1,-44270
13,2,STAND,win,20,29,8,False,False,40,1,-44275
10,2,RETRY,unsettled,-5,33,1,False,False,47,1,-44255
11,2,STAND,win,20,29,45,False,False,11,1,-44330
12,2,DOUBLE DOWN,draw,0,22,1,False,False,13,1,-44310
12,2,RETRY,unsettled,-5,0,39,False,False,39,1,-44340
9,2,RETRY,unsettled,-5,19,40,False,False,35,1,-44465
10,2,RETRY,unsettled,-5,19,2,False,False,35,1,-44470
12,2,DOUBLE DOWN,win,40,19,4,False,False,35,1,-44475
20,2,DOUBLE DOWN,win,40,50,35,False,False,1,1,-44435
16,2,RETRY,unsettled,-5,10,44,False,False,30,1,-44395
13,2,HIT,unsettled,0,31,6,False,False,21,1,-44590
19,2,STAND,win,20,8,11,False,False,5,1,-44600
20,2,STAND,draw,0,9,23,False,False,35,1,-44620
18,2,HIT,unsettled,0,45,26,False,False,33,1,-44620
21,3,RETRY,unsettled,-5,45,26,False,False,33,1,-44620
17,3,SURRENDER,surrendered,-10,45,26,False,False,33,1,-44625
11,2,HIT,unsettled,0,42,19,False,False,47,1,-44645
14,3,RETRY,unsettled,-5,42,19,False,False,47,1,-44645
11,2,DOUBLE DOWN,win,40,34,1,False,False,50,1,-44730
13,2,DOUBLE DOWN,draw,0,14,13,False,False,35,1,-44710
12,2,RETRY,unsettled,-5,12,27,False,False,17,1,-44820
20,2,STAND,win,20,35,50,False,False,3,1,-44865
16,2,SURRENDER,surrendered,-10,45,8,False,False,31,1,-44905
7,2,HIT,unsettled,0,15,42,False,False,34,1,-44915
18,3,RETRY,unsettled,-5,15,42,False,False,34,1,-44915
17,3,HIT,unsettled,0,15,42,False,False,34,1,-44920
20,2,STAND,win,20,48,49,False,False,17,1,-44940
21,2,HIT,unsettled,0,26,23,True,False,29,1,-44970
17,3,SURRENDER,surrendered,-10,26,23,False,False,29,1,-44970
8,2,STAND,win,20,5,40,False,False,38,1,-44980
14,2,RETRY,unsettled,-5,16,37,False,False,11,1,-44970
10,2,RETRY,unsettled,-5,16,31,False,False,11,1,-44975
12,2,HIT,unsettled,0,4,6,False,False,30,1,-45030
18,3,STAND,win,20,4,6,False,False,30,1,-45030
18,2,DOUBLE DOWN,draw,0,45,0,False,False,36,1,-45020
21,2,HIT,unsettled,0,0,38,True,False,25,1,-45180
21,3,STAND,win,20,0,38,False,False,25,1,-45180
15,2,RETRY,unsettled,-5,35,17,False,False,42,1,-45160
13,2,HIT,unsettled,0,15,24,False,False,51,1,-45225
20,2,DOUBLE DOWN,win,40,48,51,False,False,46,1,-45315
8,2,RETRY,unsettled,-5,31,14,False,False,33,1,-45435
10,2,HIT,unsettled,0,31,3,False,False,33,1,-45440
12,3,HIT,unsettled,0,31,3,False,False,33,1,-45440
15,4,RETRY,unsettled,-5,31,3,False,False,33,1,-45440
18,4,STAND,win,20,31,3,False,False,33,1,-45445
15,2,RETRY,unsettled,-5,4,9,False,False,46,1,-45445
14,2,HIT,unsettled,0,4,34,False,False,46,1,-45450
12,2,RETRY,unsettled,-5,40,37,False,False,18,1,-45470
6,2,HIT,unsettled,0,27,42,False,False,46,1,-45515
15,3,DOUBLE DOWN,win,40,27,42,False,False,46,1,-45515
8,2,RETRY,unsettled,-5,41,30,False,False,46,1,-45495
21,2,HIT,unsettled,0,50,26,True,False,47,1,-45560
15,2,RETRY,unsettled,-5,23,43,False,False,9,1,-45580
21,2,STAND,win,30,23,39,True,False,9,1,-45585
15,2,SURRENDER,surrendered,-10,4,35,False,False,45,1,-45575
21,2,HIT,unsettled,0,13,50,True,False,3,1,-45605
19,3,STAND,draw,0,13,50,False,False,3,1,-45605
13,2,HIT,unsettled,0,15,35,False,False,25,1,-45645
17,3,SURRENDER,surrendered,-10,15,35,False,False,25,1,-45645
13,2,DOUBLE DOWN,draw,0,34,16,False,False,3,1,-45655
16,2,SURRENDER,surrendered,-10,31,9,False,False,8,1,-45665
15,2,DOUBLE DOWN,win,40,3,39,False,False,35,1,-45675
11,2,DOUBLE DOWN,draw,0,1,34,False,False,51,1,-45635
12,2,RETRY,unsettled,-5,1,25,False,False,34,1,-45675
21,2,HIT,unsettled,0,0,10,True,False,21,1,-45720
13,3,HIT,unsettled,0,0,10,False,False,21,1,-45720
13,2,RETRY,unsettled,-5,46,30,False,False,42,1,-45850
10,2,HIT,unsettled,0,41,19,False,False,1,1,-45875
6,2,HIT,unsettled,0,16,14,False,False,6,1,-45975
13,2,DOUBLE DOWN,win,40,2,12,False,False,16,1,-46005
12,2,RETRY,unsettled,-5,0,13,False,False,48,1,-46045
16,2,RETRY,unsettled,-5,51,5,False,False,26,1,-46100
13,2,HIT,unsettled,0,28,49,False,False,36,1,-46185
14,2,RETRY,unsettled,-5,34,30,False,False,9,1,-46195
17,2,RETRY,unsettled,-5,22,6,False,False,12,1,-46280
15,2,RETRY,unsettled,-5,0,3,False,False,6,1,-46305
21,2,STAND,win,30,0,50,True,False,6,1,-46310
6,2,DOUBLE DOWN,win,40,29,14,False,False,20,1,-46280
13,2,RETRY,unsettled,-5,18,19,False,False,32,1,-46240
8,2,HIT,unsettled,0,18,1,False,False,32,1,-46245
14,2,RETRY,unsettled,-5,29,35,False,False,50,1,-46315
15,2,STAND,win,20,29,39,False,False,50,1,-46320
19,2,HIT,unsettled,0,22,47,False,False,26,1,-46300
20,2,STAND,win,20,9,50,False,False,46,1,-46360
17,2,STAND,draw,0,0,31,False,False,45,1,-46340
5,2,STAND,win,20,14,28,False,False,21,1,-46340
11,2,RETRY,unsettled,-5,47,1,False,False,14,1,-46320
16,2,STAND,win,20,12,44,False,False,42,1,-46345
9,2,HIT,unsettled,0,28,5,False,False,17,1,-46325
15,2,SURRENDER,surrendered,-10,7,32,False,False,46,1,-46335
13,2,RETRY,unsettled,-5,33,43,False,False,30,1,-46405
18,2,HIT,unsettled,0,48,33,False,False,41,1,-46430
10,2,DOUBLE DOWN,win,40,31,16,False,False,19,1,-46450
21,2,STAND,win,30,0,37,True,False,36,1,-46410
13,2,STAND,win,20,37,15,False,False,12,1,-46420
11,2,RETRY,unsettled,-5,42,32,False,False,19,1,-46400
21,2,HIT,unsettled,0,26,50,True,False,4,1,-46415
14,2,RETRY,unsettled,-5,3,38,False,False,1,1,-46465
15,2,HIT,unsettled,0,3,0,False,False,1,1,-46470
14,2,STAND,win,20,41,0,False,False,21,1,-46510
11,2,DOUBLE DOWN,win,40,19,29,False,False,36,1,-46530
19,2,RETRY,unsettled,-5,12,21,False,False,28,1,-46490
21,2,HIT,unsettled,0,12,0,True,False,28,1,-46495
19,2,STAND,win,20,7,13,False,False,8,1,-46515
11,2,RETRY,unsettled,-5,44,43,False,False,37,1,-46505
9,2,DOUBLE DOWN,win,40,44,2,False,False,37,1,-46510
20,2,RETRY,unsettled,-5,47,39,False,False,20,1,-46470
16,2,RETRY,unsettled,-5,47,45,False,False,20,1,-46475
9,2,HIT,unsettled,0,1,6,False,False,31,1,-46490
19,3,RETRY,unsettled,-5,1,6,False,False,31,1,-46490
11,3,HIT,unsettled,0,1,6,False,False,31,1,-46495
20,2,STAND,win,20,49,24,False,False,27,1,-46505
16,2,RETRY,unsettled,-5,43,39,False,False,0,1,-46655
14,2,HIT,unsettled,0,7,5,False,False,10,1,-46720
15,3,HIT,unsettled,0,7,5,False,False,10,1,-46720
8,2,STAND,win,20,16,16,False,False,4,1,-46745
16,2,SURRENDER,surrendered,-10,31,23,False,False,5,1,-46725
11,2,RETRY,unsettled,-5,47,1,False,False,42,1,-46755
20,2,STAND,draw,0,8,0,False,False,17,1,-46800
9,2,HIT,unsettled,0,4,29,False,False,36,1,-46830
19,3,STAND,win,20,4,29,False,False,36,1,-46830
15,2,SURRENDER,surrendered,-10,35,43,False,False,51,1,-46830
16,2,SURRENDER,surrendered,-10,24,18,False,False,44,1,-46840
17,2,DOUBLE DOWN,win,40,20,47,False,False,21,1,-46850
20,2,RETRY,unsettled,-5,38,37,False,False,36,1,-46810
16,2,RETRY,unsettled,-5,25,18,False,False,32,1,-46855
11,2,HIT,unsettled,0,33,28,False,False,22,1,-46900
18,3,RETRY,unsettled,-5,33,28,False,False,22,1,-46900
9,2,HIT,unsettled,0,27,45,False,False,15,1,-46945
15,2,SURRENDER,surrendered,-10,43,48,False,False,46,1,-46955
9,2,HIT,unsettled,0,40,6,False,False,50,1,-46965
12,2,HIT,unsettled,0,1,51,False,False,19,1,-46975
16,3,SURRENDER,surrendered,-10,1,51,False,False,19,1,-46975
20,2,STAND,win,20,38,37,False,False,46,1,-46985
21,2,HIT,unsettled,0,12,39,True,False,40,1,-47105
12,3,HIT,unsettled,0,12,39,False,False,40,1,-47105
16,2,SURRENDER,surrendered,-10,31,9,False,False,5,1,-47115
21,2,HIT,unsettled,0,9,0,True,False,36,1,-47145
13,2,STAND,win,20,2,36,False,False,20,1,-47205
17,2,HIT,unsettled,0,32,12,False,False,13,1,-47205
17,2,SURRENDER,surrendered,-10,45,50,False,False,5,1,-47225
21,2,HIT,unsettled,0,13,51,True,False,0,1,-47235
17,3,SURRENDER,surrendered,-10,13,51,False,False,0,1,-47235
17,2,DOUBLE DOWN,win,40,26,5,False,False,23,1,-47265
16,2,RETRY,unsettled,-5,26,4,False,False,41,1,-47235
21,2,RETRY,unsettled,-5,26,9,True,False,41,1,-47240
21,2,HIT,unsettled,0,26,35,True,False,41,1,-47245
13,3,RETRY,unsettled,-5,26,35,False,False,41,1,-47245
12,2,DOUBLE DOWN,win,40,17,32,False,False,45,1,-47270
13,2,HIT,unsettled,0,33,30,False,False,16,1,-47230
17,3,HIT,unsettled,0,33,30,False,False,16,1,-47230
16,2,RETRY,unsettled,-5,10,5,False,False,24,1,-47250
17,2,SURRENDER,surrendered,-10,10,19,False,False,24,1,-47255
20,2,STAND,win,20,9,22,False,False,6,1,-47265
19,2,RETRY,unsettled,-5,34,36,False,False,43,1,-47355
14,2,RETRY,unsettled,-5,11,42,False,False,3,1,-47370
21,2,HIT,unsettled,0,11,26,True,False,3,1,-47375
21,3,STAND,win,20,11,26,False,False,3,1,-47375
15,2,RETRY,unsettled,-5,18,21,False,False,7,1,-47395
5,2,HIT,unsettled,0,2,1,False,False,37,1,-47420
13,3,HIT,unsettled,0,2,1,False,False,37,1,-47420
15,2,SURRENDER,surrendered,-10,9,4,False,False,11,1,-47460
16,2,STAND,win,20,30,0,False,False,47,1,-47490
13,2,DOUBLE DOWN,win,40,37,15,False,False,38,1,-47470
11,2,STAND,win,20,14,8,False,False,43,1,-47470
10,2,DOUBLE DOWN,win,40,28,6,False,False,12,1,-47450
5,2,RETRY,unsettled,-5,41,1,False,False,17,1,-47410
13,2,RETRY,unsettled,-5,41,48,False,False,17,1,-47415
14,2,HIT,unsettled,0,41,39,False,False,17,1,-47420
10,2,RETRY,unsettled,-5,2,19,False,False,6,1,-47430
12,2,RETRY,unsettled,-5,27,38,False,False,3,1,-47505
17,2,DOUBLE DOWN,win,40,37,45,False,False,15,1,-47560
12,2,HIT,unsettled,0,14,10,False,False,34,1,-47520
11,2,DOUBLE DOWN,win,40,44,43,False,False,13,1,-47580
20,2,STAND,win,20,51,10,False,False,9,1,-47560
16,2,SURRENDER,surrendered,-10,21,6,False,False,15,1,-47630
10,2,RETRY,unsettled,-5,2,32,False,False,31,1,-47660
12,2,DOUBLE DOWN,win,40,2,34,False,False,31,1,-47665
11,2,HIT,unsettled,0,5,30,False,False,40,1,-47675
18,2,HIT,unsettled,0,13,45,False,False,21,1,-47715
12,2,DOUBLE DOWN,win,40,14,50,False,False,43,1,-47735
19,2,STAND,draw,0,8,38,False,False,22,1,-47725
21,2,STAND,win,30,26,23,True,False,29,1,-47725
17,2,HIT,unsettled,0,10,19,False,False,6,1,-47715
10,2,RETRY,unsettled,-5,3,31,False,False,15,1,-47725
15,2,SURRENDER,surrendered,-10,36,4,False,False,13,1,-47790
17,2,STAND,draw,0,5,26,False,False,46,1,-47820
9,2,HIT,unsettled,0,19,27,False,False,22,1,-47860
11,3,HIT,unsettled,0,19,27,False,False,22,1,-47860
9,2,RETRY,unsettled,-5,14,6,False,False,51,1,-47880
9,2,HIT,unsettled,0,31,2,False,False,6,1,-47925
13,2,HIT,unsettled,0,34,3,False,False,40,1,-47935
14,2,HIT,unsettled,0,4,21,False,False,9,1,-47975
13,2,STAND,win,20,27,39,False,False,43,1,-48055
20,2,RETRY,unsettled,-5,37,25,False,False,39,1,-48035
12,2,RETRY,unsettled,-5,33,42,False,False,10,1,-48060
10,2,HIT,unsettled,0,45,28,False,False,11,1,-48125
12,2,DOUBLE DOWN,win,40,15,34,False,False,5,1,-48165
17,2,SURRENDER,surrendered,-10,45,10,False,False,51,1,-48125
11,2,HIT,unsettled,0,34,40,False,False,50,1,-48135
21,3,RETRY,unsettled,-5,34,40,False,False,50,1,-48135
20,2,HIT,unsettled,0,8,26,False,False,13,1,-48200
15,3,SURRENDER,surrendered,-10,8,26,False,False,13,1,-48200
8,2,HIT,unsettled,0,43,15,False,False,8,1,-48260
12,3,HIT,unsettled,0,43,15,False,False,8,1,-48260
20,2,STAND,win,20,12,38,False,False,35,1,-48300
17,2,RETRY,unsettled,-5,19,23,False,False,25,1,-48300
11,2,HIT,unsettled,0,44,43,False,False,13,1,-48335
15,3,HIT,unsettled,0,44,43,False,False,13,1,-48335
19,2,STAND,win,20,21,49,False,False,7,1,-48375
21,2,HIT,unsettled,0,26,11,True,False,45,1,-48375
16,3,DOUBLE DOWN,win,40,26,11,False,False,45,1,-48375
17,2,STAND,win,20,10,32,False,False,41,1,-48375
7,2,HIT,unsettled,0,16,28,False,False,20,1,-48355
10,3,DOUBLE DOWN,win,40,16,28,False,False,20,1,-48355
20,2,HIT,unsettled,0,23,35,False,False,39,1,-48335
16,2,SURRENDER,surrendered,-10,7,7,False,False,46,1,-48395
11,2,DOUBLE DOWN,win,40,15,33,False,False,22,1,-48405
15,2,RETRY,unsettled,-5,43,51,False,False,47,1,-48365
20,2,STAND,win,20,38,49,False,False,34,1,-48490
18,2,HIT,unsettled,0,45,39,False,False,40,1,-48480
14,2,HIT,unsettled,0,13,28,False,False,0,1,-48520
19,2,STAND,draw,0,25,21,False,False,47,1,-48540
13,2,DOUBLE DOWN,win,40,34,3,False,False,12,1,-48580
15,2,HIT,unsettled,0,22,4,False,False,23,1,-48560
18,3,HIT,unsettled,0,22,4,False,False,23,1,-48560
21,4,RETRY,unsettled,-5,22,4,False,False,23,1,-48560
20,2,HIT,unsettled,0,36,10,False,False,39,1,-48605
16,2,HIT,unsettled,0,18,48,False,False,13,1,-48665
13,2,DOUBLE DOWN,win,40,28,50,False,False,31,1,-48730
13,2,STAND,win,20,42,8,False,False,50,1,-48690
13,2,STAND,win,20,24,2,False,False,14,1,-48670
18,2,RETRY,unsettled,-5,20,11,False,False,45,1,-48650
18,2,STAND,win,20,22,7,False,False,44,1,-48675
18,2,STAND,draw,0,25,33,False,False,30,1,-48655
13,2,STAND,win,20,33,4,False,False,47,1,-48655
17,2,SURRENDER,surrendered,-10,45,23,False,False,46,1,-48655
21,2,DOUBLE DOWN,win,40,25,0,True,False,36,1,-48725
17,2,SURRENDER,surrendered,-10,32,11,False,False,47,1,-48685
20,2,RETRY,unsettled,-5,9,50,False,False,32,1,-48715
21,2,DOUBLE DOWN,win,40,10,13,True,False,14,1,-48770
19,2,RETRY,unsettled,-5,39,46,False,False,50,1,-48730
15,2,SURRENDER,surrendered,-10,51,17,False,False,32,1,-48755
18,2,STAND,win,20,6,13,False,False,27,1,-48885
13,2,HIT,unsettled,0,8,29,False,False,18,1,-48865
15,2,HIT,unsettled,0,17,10,False,False,42,1,-48905
20,3,STAND,win,20,17,10,False,False,42,1,-48905
20,2,RETRY,unsettled,-5,51,25,False,False,1,1,-48885
15,2,SURRENDER,surrendered,-10,51,43,False,False,1,1,-48890
7,2,HIT,unsettled,0,16,41,False,False,48,1,-49050
10,3,HIT,unsettled,0,16,41,False,False,48,1,-49050
16,4,SURRENDER,surrendered,-10,16,41,False,False,48,1,-49050
19,2,RETRY,unsettled,-5,39,46,False,False,42,1,-49060
21,2,RETRY,unsettled,-5,38,39,True,False,44,1,-49075
12,2,RETRY,unsettled,-5,38,1,False,False,44,1,-49080
10,2,RETRY,unsettled,-5,5,42,False,False,31,1,-49095
16,2,HIT,unsettled,0,5,11,False,False,31,1,-49100
21,3,STAND,win,20,5,11,False,False,31,1,-49100
7,2,HIT,unsettled,0,40,43,False,False,47,1,-49110
17,2,RETRY,unsettled,-5,0,5,False,False,18,1,-49200
14,2,HIT,unsettled,0,0,28,False,False,18,1,-49205
14,3,DOUBLE DOWN,win,40,0,28,False,False,18,1,-49205
11,2,HIT,unsettled,0,47,27,False,False,44,1,-49175
7,2,HIT,unsettled,0,15,16,False,False,38,1,-49225
17,2,RETRY,unsettled,-5,32,22,False,False,33,1,-49235
17,2,SURRENDER,surrendered,-10,32,9,False,False,33,1,-49240
5,2,HIT,unsettled,0,27,2,False,False,38,1,-49260
8,2,HIT,unsettled,0,41,17,False,False,16,1,-49280
