game_id,result,reward
486,win,40.0
487,lose,-20.0
488,win,20.0
489,lose,-40.0
490,lose,-20.0
491,lose,-20.0
492,win,20.0
493,lose,-20.0
494,lose,-20.0
495,win,20.0
496,lose,-20.0
497,win,30.0
498,win,20.0
499,lose,-10.0
500,win,30.0
501,lose,-10.0
502,win,20.0
503,win,20.0
504,lose,-10.0
505,lose,-20.0
506,lose,-40.0
508,win,40.0
509,lose,-20.0
510,win,20.0
511,lose,-40.0
512,win,40.0
513,win,40.0
514,win,20.0
515,lose,-40.0
516,lose,-40.0
517,win,20.0
518,lose,-10.0
519,win,20.0
520,lose,-20.0
521,win,20.0
522,win,20.0
524,lose,-10.0
525,lose,-10.0
526,lose,-20.0
527,lose,-20.0
528,win,30.0
529,lose,-10.0
530,lose,-20.0
531,win,40.0
532,lose,-20.0
533,win,20.0
534,win,40.0
535,lose,-40.0
536,win,20.0
537,lose,-10.0
538,lose,-20.0
539,lose,-40.0
540,lose,-10.0
541,win,40.0
542,win,20.0
543,lose,-10.0
544,lose,-10.0
545,lose,-20.0
546,win,40.0
547,lose,-10.0
548,lose,-10.0
549,lose,-40.0
550,lose,-20.0
551,lose,-20.0
552,lose,-10.0
553,lose,-20.0
554,win,20.0
555,win,20.0
556,lose,-20.0
557,win,20.0
559,win,20.0
560,win,20.0
561,lose,-40.0
562,lose,-40.0
563,lose,-20.0
564,lose,-10.0
565,win,20.0
566,lose,-20.0
567,lose,-20.0
568,lose,-40.0
569,lose,-40.0
570,lose,-40.0
571,lose,-10.0
572,lose,-10.0
573,win,20.0
574,lose,-40.0
575,lose,-10.0
576,lose,-20.0
577,win,20.0
578,win,20.0
579,win,20.0
580,win,40.0
581,lose,-10.0
582,lose,-20.0
583,win,20.0
584,lose,-20.0
585,win,20.0
587,win,40.0
588,lose,-20.0
589,lose,-20.0
590,lose,-20.0
591,lose,-40.0
593,win,20.0
594,lose,-20.0
595,lose,-10.0
596,lose,-10.0
597,lose,-40.0
598,lose,-20.0
599,win,20.0
600,lose,-20.0
601,lose,-20.0
603,lose,-10.0
604,win,20.0
605,lose,-40.0
606,lose,-10.0
607,lose,-40.0
608,win,20.0
609,lose,-10.0
611,lose,-20.0
612,win,20.0
613,win,20.0
614,win,20.0
615,win,20.0
616,win,30.0
617,win,20.0
618,lose,-40.0
619,win,20.0
620,lose,-40.0
622,win,40.0
623,lose,-20.0
624,lose,-25.0
625,win,20.0
626,win,20.0
628,lose,-20.0
629,lose,-20.0
630,lose,-20.0
631,lose,-10.0
632,lose,-20.0
634,lose,-20.0
635,lose,-20.0
636,win,20.0
637,win,20.0
638,lose,-20.0
639,lose,-20.0
640,lose,-20.0
641,lose,-40.0
642,lose,-10.0
643,lose,-10.0
644,win,20.0
645,win,20.0
646,lose,-20.0
647,lose,-20.0
648,lose,-20.0
649,win,40.0
650,lose,-20.0
651,lose,-10.0
652,lose,-20.0
653,win,20.0
654,lose,-10.0
655,lose,-20.0
656,lose,-20.0
657,lose,-20.0
658,lose,-40.0
659,lose,-20.0
660,lose,-20.0
661,win,20.0
662,lose,-20.0
663,lose,-10.0
664,win,30.0
665,win,20.0
666,lose,-10.0
667,lose,-20.0
668,lose,-10.0
669,lose,-10.0
670,lose,-40.0
671,lose,-20.0
672,win,20.0
673,win,20.0
674,lose,-20.0
675,lose,-40.0
677,win,40.0
678,lose,-40.0
679,win,40.0
680,win,20.0
681,lose,-20.0
682,lose,-20.0
683,lose,-10.0
684,lose,-20.0
685,win,20.0
686,lose,-10.0
687,win,30.0
688,lose,-20.0
689,lose,-10.0
690,lose,-20.0
691,lose,-20.0
692,lose,-10.0
693,lose,-20.0
694,lose,-20.0
695,lose,-20.0
696,win,20.0
697,win,40.0
698,lose,-40.0
699,lose,-10.0
700,lose,-10.0
701,lose,-10.0
702,lose,-20.0
703,lose,-20.0
704,lose,-20.0
705,lose,-20.0
706,win,20.0
707,win,40.0
708,win,20.0
709,lose,-40.0
710,win,20.0
711,lose,-10.0
712,lose,-10.0
714,win,20.0
717,win,20.0
718,lose,-20.0
719,lose,-20.0
721,lose,-20.0
722,lose,-10.0
723,lose,-20.0
724,lose,-10.0
726,lose,-10.0
727,lose,-40.0
728,win,20.0
729,lose,-20.0
730,win,30.0
731,lose,-20.0
732,lose,-20.0
733,lose,-40.0
734,win,30.0
735,win,20.0
736,win,20.0
737,lose,-20.0
738,lose,-20.0
739,win,20.0
740,lose,-20.0
741,lose,-20.0
745,lose,-20.0
746,win,20.0
747,win,40.0
748,win,20.0
749,lose,-20.0
750,win,20.0
751,win,30.0
753,lose,-10.0
754,win,20.0
755,lose,-20.0
756,lose,-20.0
757,lose,-10.0
759,lose,-10.0
760,win,20.0
761,lose,-20.0
762,lose,-20.0
763,win,20.0
764,win,20.0
765,win,20.0
766,lose,-20.0
767,win,20.0
768,win,30.0
769,lose,-20.0
770,win,30.0
771,lose,-10.0
772,lose,-10.0
773,lose,-20.0
774,win,30.0
775,win,20.0
776,win,20.0
777,lose,-40.0
778,win,20.0
780,win,20.0
781,lose,-20.0
782,lose,-20.0
783,lose,-40.0
784,win,20.0
785,lose,-20.0
786,win,20.0
787,lose,-20.0
788,lose,-20.0
789,win,20.0
790,win,20.0
791,lose,-10.0
792,win,20.0
793,win,20.0
794,lose,-20.0
795,lose,-20.0
796,win,20.0
797,lose,-20.0
798,win,40.0
799,win,30.0
800,lose,-25.0
801,lose,-10.0
802,lose,-20.0
803,lose,-20.0
804,win,20.0
805,lose,-20.0
806,lose,-40.0
807,lose,-20.0
808,win,20.0
809,win,20.0
810,win,20.0
811,lose,-20.0
812,win,30.0
813,win,40.0
814,lose,-20.0
815,win,20.0
816,win,40.0
817,lose,-20.0
818,lose,-40.0
819,lose,-20.0
820,lose,-20.0
821,lose,-20.0
822,lose,-20.0
824,win,20.0
825,win,20.0
826,lose,-20.0
827,win,20.0
828,lose,-40.0
829,lose,-20.0
830,win,20.0
831,win,20.0
832,win,20.0
833,win,20.0
834,lose,-20.0
835,win,20.0
836,win,20.0
837,win,40.0
838,lose,-10.0
839,lose,-10.0
840,lose,-20.0
842,lose,-20.0
843,lose,-20.0
844,win,20.0
845,lose,-10.0
846,lose,-20.0
847,lose,-20.0
848,win,20.0
849,lose,-20.0
850,lose,-20.0
851,lose,-40.0
852,lose,-20.0
853,lose,-40.0
854,lose,-20.0
855,win,20.0
856,win,20.0
857,lose,-20.0
858,lose,-20.0
859,lose,-20.0
860,lose,-10.0
861,lose,-40.0
862,win,40.0
863,win,30.0
864,lose,-20.0
865,lose,-20.0
866,lose,-20.0
867,lose,-20.0
868,win,40.0
869,lose,-20.0
870,lose,-20.0
871,lose,-20.0
872,lose,-20.0
873,lose,-20.0
874,lose,-20.0
875,win,30.0
876,win,40.0
877,win,20.0
878,win,20.0
879,lose,-20.0
880,win,20.0
881,lose,-20.0
882,lose,-10.0
883,lose,-20.0
884,win,40.0
885,lose,-20.0
886,lose,-40.0
887,win,20.0
888,lose,-20.0
889,lose,-20.0
890,win,20.0
891,win,20.0
892,lose,-20.0
893,lose,-40.0
894,lose,-20.0
895,lose,-20.0
896,lose,-20.0
897,lose,-20.0
898,lose,-10.0
899,lose,-20.0
900,lose,-20.0
901,lose,-40.0
902,lose,-20.0
903,win,20.0
904,lose,-20.0
905,lose,-20.0
906,win,40.0
907,lose,-10.0
908,win,20.0
909,lose,-20.0
910,lose,-20.0
911,lose,-20.0
912,lose,-20.0
913,lose,-40.0
914,lose,-20.0
915,win,20.0
918,win,40.0
919,win,20.0
920,lose,-20.0
921,lose,-20.0
922,win,20.0
923,lose,-20.0
924,lose,-40.0
925,lose,-20.0
926,win,30.0
927,lose,-20.0
928,lose,-40.0
929,win,30.0
930,lose,-20.0
931,win,40.0
932,lose,-20.0
933,lose,-20.0
934,lose,-40.0
935,lose,-20.0
936,lose,-20.0
937,lose,-20.0
938,lose,-40.0
939,win,30.0
940,lose,-40.0
941,lose,-40.0
942,lose,-20.0
943,lose,-20.0
944,lose,-40.0
945,win,20.0
946,win,20.0
947,lose,-20.0
949,lose,-20.0
950,lose,-20.0
951,lose,-20.0
952,win,20.0
953,win,20.0
954,lose,-20.0
956,lose,-20.0
957,win,20.0
958,lose,-20.0
959,win,30.0
961,win,20.0
962,lose,-20.0
963,win,40.0
964,lose,-20.0
965,win,20.0
966,lose,-20.0
967,lose,-10.0
968,win,20.0
969,lose,-40.0
970,lose,-40.0
971,lose,-20.0
972,win,20.0
974,lose,-20.0
975,win,20.0
977,lose,-10.0
978,win,30.0
979,lose,-40.0
981,lose,-20.0
982,win,20.0
983,lose,-40.0
984,lose,-20.0
985,win,30.0
986,lose,-40.0
987,lose,-10.0
988,lose,-10.0
989,lose,-20.0
990,win,20.0
991,lose,-20.0
992,win,20.0
993,lose,-40.0
994,lose,-10.0
995,lose,-20.0
996,lose,-20.0
998,win,20.0
999,lose,-20.0
1000,lose,-20.0
1001,win,40.0
1002,win,20.0
1003,lose,-20.0
1004,lose,-20.0
1005,lose,-20.0
1006,lose,-20.0
1007,win,40.0
1008,lose,-20.0
1009,win,40.0
1010,lose,-10.0
1011,lose,-10.0
1012,win,20.0
1013,lose,-20.0
1014,lose,-10.0
1015,lose,-20.0
1016,lose,-10.0
1017,win,20.0
1018,lose,-40.0
1019,lose,-20.0
1020,lose,-20.0
1021,win,30.0
1022,win,20.0
1023,lose,-20.0
1024,lose,-20.0
1025,win,20.0
1026,win,20.0
1027,lose,-10.0
1028,lose,-40.0
1029,win,20.0
1030,win,20.0
1031,lose,-20.0
1032,win,30.0
1033,win,20.0
1034,lose,-40.0
1035,lose,-20.0
1036,win,20.0
1037,lose,-20.0
1038,lose,-20.0
1039,lose,-10.0
1041,lose,-40.0
1042,win,20.0
1044,lose,-40.0
1045,lose,-20.0
1046,win,20.0
1047,lose,-20.0
1048,lose,-40.0
1050,win,20.0
1051,win,20.0
1053,lose,-20.0
1054,lose,-10.0
1055,win,30.0
1056,lose,-40.0
1057,lose,-10.0
1058,lose,-20.0
1059,lose,-20.0
1060,win,20.0
1061,lose,-40.0
1063,lose,-20.0
1064,lose,-10.0
1065,win,30.0
1066,lose,-20.0
1067,lose,-20.0
1068,win,30.0
1069,lose,-20.0
1070,win,20.0
1071,lose,-20.0
1072,win,20.0
